,study,notation,from_slug,to_slug,difflib,a,b,ab,nmi,cd,ncd
5278,movies,vega-lite,ols_separate,bar_budget_avg_colored,52,316,264,364,148,100,316
5279,movies,vega-lite,ols_separate,bar_count_colored,37,316,240,352,148,112,354
5280,movies,vega-lite,ols_separate,histogram_line,54,316,224,348,156,124,392
5281,movies,vega-lite,ols_separate,bar_budget,52,316,236,352,152,116,367
5282,movies,vega-lite,ols_separate,scatter_connected,43,316,296,388,164,92,291
5283,movies,vega-lite,ols_separate,heatmap_count,51,316,240,352,148,112,354
5284,movies,vega-lite,ols_separate,heatmap_budget_avg,55,316,256,356,140,100,316
5285,movies,vega-lite,ols_separate,scatter_ols_global,70,316,308,344,64,36,113
5286,movies,vega-lite,ols_separate,bar_count,52,316,208,348,172,140,443
5287,movies,vega-lite,ols_separate,slope,34,316,264,348,116,84,265
5288,movies,vega-lite,ols_separate,line,50,316,260,368,160,108,341
5289,movies,vega-lite,ols_separate,dotplot,53,316,212,352,176,140,443
5290,movies,vega-lite,ols_separate,area_colored,39,316,284,372,144,88,278
5291,movies,vega-lite,ols_separate,histogram,55,316,220,352,168,132,417
5292,movies,vega-lite,ols_separate,bar_count_100,35,316,252,364,160,112,354
5293,movies,vega-lite,ols_separate,histogram_faceted,59,316,276,380,168,104,329
5294,movies,vega-lite,bar_budget_avg_colored,scatter_ols_separate,56,264,320,376,168,112,350
5295,movies,vega-lite,bar_budget_avg_colored,line_colored,26,264,284,340,132,76,267
5296,movies,vega-lite,bar_budget_avg_colored,area_colored_stacked,30,264,300,352,140,88,293
5297,movies,vega-lite,bar_budget_avg_colored,stripes,30,264,264,332,136,68,257
5298,movies,vega-lite,bar_budget_avg_colored,bar_budget_avg,24,264,236,268,36,32,121
5299,movies,vega-lite,bar_budget_avg_colored,box_colored,9,264,264,292,56,28,106
5300,movies,vega-lite,bar_budget_avg_colored,dotplot_avg,44,264,240,300,96,60,227
5301,movies,vega-lite,bar_budget_avg_colored,bubble_agg,26,264,280,328,112,64,228
5302,movies,vega-lite,bar_budget_avg_colored,bar_count_horizontal,31,264,220,276,68,56,212
5303,movies,vega-lite,bar_budget_avg_colored,scatter,29,264,232,308,120,76,287
5304,movies,vega-lite,bar_budget_avg_colored,bubble,15,264,268,324,116,60,223
5305,movies,vega-lite,bar_budget_avg_colored,histogram_mean,30,264,236,296,92,60,227
5306,movies,vega-lite,bar_budget_avg_colored,scatter_colored_symbol,14,264,272,316,96,52,191
5307,movies,vega-lite,bar_budget_avg_colored,bar_count_single,31,264,224,276,64,52,196
5308,movies,vega-lite,bar_budget_avg_colored,scatter_colored_continuous,26,264,252,316,116,64,242
5309,movies,vega-lite,bar_budget_avg_colored,scatter_colored,24,264,256,308,96,52,196
5310,movies,vega-lite,bar_budget_avg_colored,box_faceted,33,264,268,312,92,48,179
5311,movies,vega-lite,bar_budget_avg_colored,pie_count,32,264,228,284,76,56,212
5312,movies,vega-lite,bar_budget_avg_colored,error_bar,58,264,276,336,132,72,260
5313,movies,vega-lite,bar_budget_avg_colored,bar_count_ordered,31,264,220,280,76,60,227
5314,movies,vega-lite,bar_budget_avg_colored,bar_time,36,264,260,332,140,72,272
5315,movies,vega-lite,bar_budget_avg_colored,histogram_colored,26,264,252,284,52,32,121
5316,movies,vega-lite,bar_budget_avg_colored,box,26,264,236,288,76,52,196
5317,movies,vega-lite,bar_budget_avg_colored,ols_separate,52,264,316,368,156,104,329
5318,movies,vega-lite,bar_budget_avg_colored,bar_count_colored,17,264,240,276,48,36,136
5319,movies,vega-lite,bar_budget_avg_colored,histogram_line,39,264,224,288,88,64,242
5320,movies,vega-lite,bar_budget_avg_colored,bar_budget,25,264,236,272,44,36,136
5321,movies,vega-lite,bar_budget_avg_colored,scatter_connected,35,264,296,360,160,96,324
5322,movies,vega-lite,bar_budget_avg_colored,heatmap_count,20,264,240,284,64,44,166
5323,movies,vega-lite,bar_budget_avg_colored,heatmap_budget_avg,15,264,256,280,40,24,90
5324,movies,vega-lite,bar_budget_avg_colored,scatter_ols_global,46,264,308,364,156,100,324
5325,movies,vega-lite,bar_budget_avg_colored,bar_count,33,264,208,276,80,68,257
5326,movies,vega-lite,bar_budget_avg_colored,slope,20,264,264,308,88,44,166
5327,movies,vega-lite,bar_budget_avg_colored,line,37,264,260,336,148,76,287
5328,movies,vega-lite,bar_budget_avg_colored,dotplot,36,264,212,284,92,72,272
5329,movies,vega-lite,bar_budget_avg_colored,area_colored,26,264,284,340,132,76,267
5330,movies,vega-lite,bar_budget_avg_colored,histogram,38,264,220,284,84,64,242
5331,movies,vega-lite,bar_budget_avg_colored,bar_count_100,15,264,252,288,60,36,136
5332,movies,vega-lite,bar_budget_avg_colored,histogram_faceted,20,264,276,300,60,36,130
5333,movies,vega-lite,bar_count_colored,scatter_ols_separate,56,240,320,360,160,120,375
5334,movies,vega-lite,bar_count_colored,line_colored,16,240,284,316,108,76,267
5335,movies,vega-lite,bar_count_colored,area_colored_stacked,20,240,300,328,116,88,293
5336,movies,vega-lite,bar_count_colored,stripes,14,240,264,308,112,68,257
5337,movies,vega-lite,bar_count_colored,bar_budget_avg,10,240,236,264,52,28,116
5338,movies,vega-lite,bar_count_colored,box_colored,19,240,264,288,72,48,181
5339,movies,vega-lite,bar_count_colored,dotplot_avg,28,240,240,288,96,48,200
5340,movies,vega-lite,bar_count_colored,bubble_agg,32,240,280,320,120,80,285
5341,movies,vega-lite,bar_count_colored,bar_count_horizontal,14,240,220,248,36,28,116
5342,movies,vega-lite,bar_count_colored,scatter,13,240,232,292,112,60,250
5343,movies,vega-lite,bar_count_colored,bubble,21,240,268,312,116,72,268
5344,movies,vega-lite,bar_count_colored,histogram_mean,26,240,236,288,100,52,216
5345,movies,vega-lite,bar_count_colored,scatter_colored_symbol,21,240,272,304,96,64,235
5346,movies,vega-lite,bar_count_colored,bar_count_single,28,240,224,252,40,28,116
5347,movies,vega-lite,bar_count_colored,scatter_colored_continuous,11,240,252,300,108,60,238
5348,movies,vega-lite,bar_count_colored,scatter_colored,9,240,256,292,88,52,203
5349,movies,vega-lite,bar_count_colored,box_faceted,40,240,268,300,92,60,223
5350,movies,vega-lite,bar_count_colored,pie_count,29,240,228,256,44,28,116
5351,movies,vega-lite,bar_count_colored,error_bar,48,240,276,324,132,84,304
5352,movies,vega-lite,bar_count_colored,bar_count_ordered,14,240,220,252,44,32,133
5353,movies,vega-lite,bar_count_colored,bar_time,20,240,260,308,116,68,261
5354,movies,vega-lite,bar_count_colored,histogram_colored,9,240,252,268,44,28,111
5355,movies,vega-lite,bar_count_colored,box,11,240,236,276,76,40,166
5356,movies,vega-lite,bar_count_colored,ols_separate,37,240,316,352,148,112,354
5357,movies,vega-lite,bar_count_colored,bar_budget_avg_colored,17,240,264,276,48,36,136
5358,movies,vega-lite,bar_count_colored,histogram_line,22,240,224,276,88,52,216
5359,movies,vega-lite,bar_count_colored,bar_budget,10,240,236,264,52,28,116
5360,movies,vega-lite,bar_count_colored,scatter_connected,31,240,296,348,160,108,364
5361,movies,vega-lite,bar_count_colored,heatmap_count,3,240,240,256,32,16,66
5362,movies,vega-lite,bar_count_colored,heatmap_budget_avg,8,240,256,276,56,36,140
5363,movies,vega-lite,bar_count_colored,scatter_ols_global,50,240,308,348,148,108,350
5364,movies,vega-lite,bar_count_colored,bar_count,16,240,208,248,48,40,166
5365,movies,vega-lite,bar_count_colored,slope,10,240,264,284,64,44,166
5366,movies,vega-lite,bar_count_colored,line,21,240,260,312,124,72,276
5367,movies,vega-lite,bar_count_colored,dotplot,19,240,212,256,60,44,183
5368,movies,vega-lite,bar_count_colored,area_colored,16,240,284,316,108,76,267
5369,movies,vega-lite,bar_count_colored,histogram,21,240,220,268,76,48,200
5370,movies,vega-lite,bar_count_colored,bar_count_100,4,240,252,256,20,16,63
5371,movies,vega-lite,bar_count_colored,histogram_faceted,25,240,276,284,52,44,159
5372,movies,vega-lite,histogram_line,scatter_ols_separate,74,224,320,360,176,136,425
5373,movies,vega-lite,histogram_line,line_colored,34,224,284,324,140,100,352
5374,movies,vega-lite,histogram_line,area_colored_stacked,39,224,300,340,156,116,386
5375,movies,vega-lite,histogram_line,stripes,24,224,264,308,128,84,318
5376,movies,vega-lite,histogram_line,bar_budget_avg,15,224,236,264,68,40,169
5377,movies,vega-lite,histogram_line,box_colored,40,224,264,300,112,76,287
5378,movies,vega-lite,histogram_line,dotplot_avg,18,224,240,276,88,52,216
5379,movies,vega-lite,histogram_line,bubble_agg,50,224,280,316,128,92,328
5380,movies,vega-lite,histogram_line,bar_count_horizontal,12,224,220,260,76,40,178
5381,movies,vega-lite,histogram_line,scatter,15,224,232,272,88,48,206
5382,movies,vega-lite,histogram_line,bubble,39,224,268,308,124,84,313
5383,movies,vega-lite,histogram_line,histogram_mean,6,224,236,256,52,32,135
5384,movies,vega-lite,histogram_line,scatter_colored_symbol,39,224,272,312,128,88,323
5385,movies,vega-lite,histogram_line,bar_count_single,12,224,224,268,88,44,196
5386,movies,vega-lite,histogram_line,scatter_colored_continuous,27,224,252,288,100,64,253
5387,movies,vega-lite,histogram_line,scatter_colored,27,224,256,292,104,68,265
5388,movies,vega-lite,histogram_line,box_faceted,45,224,268,308,124,84,313
5389,movies,vega-lite,histogram_line,pie_count,12,224,228,268,84,44,192
5390,movies,vega-lite,histogram_line,error_bar,43,224,276,320,140,96,347
5391,movies,vega-lite,histogram_line,bar_count_ordered,10,224,220,256,68,36,160
5392,movies,vega-lite,histogram_line,bar_time,23,224,260,304,124,80,307
5393,movies,vega-lite,histogram_line,histogram_colored,13,224,252,264,52,40,158
5394,movies,vega-lite,histogram_line,box,16,224,236,276,92,52,220
5395,movies,vega-lite,histogram_line,ols_separate,54,224,316,348,156,124,392
5396,movies,vega-lite,histogram_line,bar_budget_avg_colored,39,224,264,292,96,68,257
5397,movies,vega-lite,histogram_line,bar_count_colored,22,224,240,276,88,52,216
5398,movies,vega-lite,histogram_line,bar_budget,15,224,236,264,68,40,169
5399,movies,vega-lite,histogram_line,scatter_connected,45,224,296,320,120,96,324
5400,movies,vega-lite,histogram_line,heatmap_count,23,224,240,280,96,56,233
5401,movies,vega-lite,histogram_line,heatmap_budget_avg,21,224,256,284,88,60,234
5402,movies,vega-lite,histogram_line,scatter_ols_global,68,224,308,348,164,124,402
5403,movies,vega-lite,histogram_line,bar_count,6,224,208,244,56,36,160
5404,movies,vega-lite,histogram_line,slope,30,224,264,304,120,80,303
5405,movies,vega-lite,histogram_line,line,22,224,260,300,116,76,292
5406,movies,vega-lite,histogram_line,dotplot,8,224,212,252,68,40,178
5407,movies,vega-lite,histogram_line,area_colored,35,224,284,328,148,104,366
5408,movies,vega-lite,histogram_line,histogram,1,224,220,232,20,12,53
5409,movies,vega-lite,histogram_line,bar_count_100,26,224,252,292,108,68,269
5410,movies,vega-lite,histogram_line,histogram_faceted,29,224,276,288,76,64,231
5411,movies,vega-lite,bar_budget,scatter_ols_separate,65,236,320,364,172,128,400
5412,movies,vega-lite,bar_budget,line_colored,46,236,284,328,136,92,323
5413,movies,vega-lite,bar_budget,area_colored_stacked,50,236,300,340,144,104,346
5414,movies,vega-lite,bar_budget,stripes,13,236,264,308,116,72,272
5415,movies,vega-lite,bar_budget,bar_budget_avg,1,236,236,244,16,8,33
5416,movies,vega-lite,bar_budget,box_colored,33,236,264,288,76,52,196
5417,movies,vega-lite,bar_budget,dotplot_avg,20,236,240,276,76,40,166
5418,movies,vega-lite,bar_budget,bubble_agg,48,236,280,316,116,80,285
5419,movies,vega-lite,bar_budget,bar_count_horizontal,7,236,220,248,40,28,118
5420,movies,vega-lite,bar_budget,scatter,12,236,232,280,92,48,203
5421,movies,vega-lite,bar_budget,bubble,36,236,268,312,120,76,283
5422,movies,vega-lite,bar_budget,histogram_mean,18,236,236,276,80,40,169
5423,movies,vega-lite,bar_budget,scatter_colored_symbol,49,236,272,304,100,68,250
5424,movies,vega-lite,bar_budget,bar_count_single,8,236,224,264,68,40,169
5425,movies,vega-lite,bar_budget,scatter_colored_continuous,24,236,252,296,104,60,238
5426,movies,vega-lite,bar_budget,scatter_colored,38,236,256,296,100,60,234
5427,movies,vega-lite,bar_budget,box_faceted,47,236,268,304,104,68,253
5428,movies,vega-lite,bar_budget,pie_count,9,236,228,272,80,44,186
5429,movies,vega-lite,bar_budget,error_bar,35,236,276,316,120,80,289
5430,movies,vega-lite,bar_budget,bar_count_ordered,7,236,220,256,56,36,152
5431,movies,vega-lite,bar_budget,bar_time,12,236,260,304,112,68,261
5432,movies,vega-lite,bar_budget,histogram_colored,19,236,252,276,64,40,158
5433,movies,vega-lite,bar_budget,box,9,236,236,264,56,28,118
5434,movies,vega-lite,bar_budget,ols_separate,66,236,316,356,160,120,379
5435,movies,vega-lite,bar_budget,bar_budget_avg_colored,25,236,264,276,52,40,151
5436,movies,vega-lite,bar_budget,bar_count_colored,10,236,240,264,52,28,116
5437,movies,vega-lite,bar_budget,histogram_line,15,236,224,264,68,40,169
5438,movies,vega-lite,bar_budget,scatter_connected,36,236,296,332,132,96,324
5439,movies,vega-lite,bar_budget,heatmap_count,12,236,240,272,68,36,150
5440,movies,vega-lite,bar_budget,heatmap_budget_avg,15,236,256,276,60,40,156
5441,movies,vega-lite,bar_budget,scatter_ols_global,59,236,308,352,160,116,376
5442,movies,vega-lite,bar_budget,bar_count,9,236,208,248,52,40,169
5443,movies,vega-lite,bar_budget,slope,19,236,264,300,100,64,242
5444,movies,vega-lite,bar_budget,line,13,236,260,308,120,72,276
5445,movies,vega-lite,bar_budget,dotplot,12,236,212,260,72,48,203
5446,movies,vega-lite,bar_budget,area_colored,46,236,284,328,136,92,323
5447,movies,vega-lite,bar_budget,histogram,14,236,220,256,56,36,152
5448,movies,vega-lite,bar_budget,bar_count_100,14,236,252,276,64,40,158
5449,movies,vega-lite,bar_budget,histogram_faceted,42,236,276,292,72,56,202
5450,movies,vega-lite,scatter_connected,scatter_ols_separate,71,296,320,400,184,104,325
5451,movies,vega-lite,scatter_connected,line_colored,25,296,284,332,84,48,162
5452,movies,vega-lite,scatter_connected,area_colored_stacked,30,296,300,352,108,56,186
5453,movies,vega-lite,scatter_connected,stripes,36,296,264,320,80,56,189
5454,movies,vega-lite,scatter_connected,bar_budget_avg,44,296,236,336,140,100,337
5455,movies,vega-lite,scatter_connected,box_colored,33,296,264,360,160,96,324
5456,movies,vega-lite,scatter_connected,dotplot_avg,49,296,240,332,128,92,310
5457,movies,vega-lite,scatter_connected,bubble_agg,55,296,280,356,136,76,256
5458,movies,vega-lite,scatter_connected,bar_count_horizontal,42,296,220,336,156,116,391
5459,movies,vega-lite,scatter_connected,scatter,32,296,232,312,96,80,270
5460,movies,vega-lite,scatter_connected,bubble,50,296,268,348,132,80,270
5461,movies,vega-lite,scatter_connected,histogram_mean,42,296,236,324,116,88,297
5462,movies,vega-lite,scatter_connected,scatter_colored_symbol,29,296,272,348,128,76,256
5463,movies,vega-lite,scatter_connected,bar_count_single,42,296,224,340,160,116,391
5464,movies,vega-lite,scatter_connected,scatter_colored_continuous,38,296,252,328,108,76,256
5465,movies,vega-lite,scatter_connected,scatter_colored,23,296,256,332,112,76,256
5466,movies,vega-lite,scatter_connected,box_faceted,38,296,268,364,164,96,324
5467,movies,vega-lite,scatter_connected,pie_count,42,296,228,340,156,112,378
5468,movies,vega-lite,scatter_connected,error_bar,64,296,276,368,164,92,310
5469,movies,vega-lite,scatter_connected,bar_count_ordered,41,296,220,332,148,112,378
5470,movies,vega-lite,scatter_connected,bar_time,35,296,260,316,76,56,189
5471,movies,vega-lite,scatter_connected,histogram_colored,37,296,252,348,148,96,324
5472,movies,vega-lite,scatter_connected,box,36,296,236,336,140,100,337
5473,movies,vega-lite,scatter_connected,ols_separate,43,296,316,388,164,92,291
5474,movies,vega-lite,scatter_connected,bar_budget_avg_colored,41,296,264,364,168,100,337
5475,movies,vega-lite,scatter_connected,bar_count_colored,31,296,240,348,160,108,364
5476,movies,vega-lite,scatter_connected,histogram_line,45,296,224,324,128,100,337
5477,movies,vega-lite,scatter_connected,bar_budget,36,296,236,332,132,96,324
5478,movies,vega-lite,scatter_connected,heatmap_count,45,296,240,352,168,112,378
5479,movies,vega-lite,scatter_connected,heatmap_budget_avg,49,296,256,356,160,100,337
5480,movies,vega-lite,scatter_connected,scatter_ols_global,65,296,308,388,172,92,298
5481,movies,vega-lite,scatter_connected,bar_count,43,296,208,324,144,116,391
5482,movies,vega-lite,scatter_connected,slope,22,296,264,348,136,84,283
5483,movies,vega-lite,scatter_connected,line,34,296,260,312,68,52,175
5484,movies,vega-lite,scatter_connected,dotplot,50,296,212,324,140,112,378
5485,movies,vega-lite,scatter_connected,area_colored,26,296,284,336,92,52,175
5486,movies,vega-lite,scatter_connected,histogram,46,296,220,324,132,104,351
5487,movies,vega-lite,scatter_connected,bar_count_100,29,296,252,360,172,108,364
5488,movies,vega-lite,scatter_connected,histogram_faceted,47,296,276,372,172,96,324
5489,movies,vega-lite,heatmap_count,scatter_ols_separate,70,240,320,364,168,124,387
5490,movies,vega-lite,heatmap_count,line_colored,31,240,284,312,100,72,253
5491,movies,vega-lite,heatmap_count,area_colored_stacked,35,240,300,328,116,88,293
5492,movies,vega-lite,heatmap_count,stripes,21,240,264,312,120,72,272
5493,movies,vega-lite,heatmap_count,bar_budget_avg,12,240,236,272,68,36,150
5494,movies,vega-lite,heatmap_count,box_colored,20,240,264,292,80,52,196
5495,movies,vega-lite,heatmap_count,dotplot_avg,28,240,240,288,96,48,200
5496,movies,vega-lite,heatmap_count,bubble_agg,47,240,280,316,112,76,271
5497,movies,vega-lite,heatmap_count,bar_count_horizontal,15,240,220,256,52,36,150
5498,movies,vega-lite,heatmap_count,scatter,13,240,232,288,104,56,233
5499,movies,vega-lite,heatmap_count,bubble,35,240,268,312,116,72,268
5500,movies,vega-lite,heatmap_count,histogram_mean,21,240,236,292,108,56,233
5501,movies,vega-lite,heatmap_count,scatter_colored_symbol,57,240,272,304,96,64,235
5502,movies,vega-lite,heatmap_count,bar_count_single,29,240,224,256,48,32,133
5503,movies,vega-lite,heatmap_count,scatter_colored_continuous,25,240,252,304,116,64,253
5504,movies,vega-lite,heatmap_count,scatter_colored,23,240,256,292,88,52,203
5505,movies,vega-lite,heatmap_count,box_faceted,40,240,268,300,92,60,223
5506,movies,vega-lite,heatmap_count,pie_count,29,240,228,260,52,32,133
5507,movies,vega-lite,heatmap_count,error_bar,48,240,276,328,140,88,318
5508,movies,vega-lite,heatmap_count,bar_count_ordered,16,240,220,260,60,40,166
5509,movies,vega-lite,heatmap_count,bar_time,15,240,260,308,116,68,261
5510,movies,vega-lite,heatmap_count,histogram_colored,12,240,252,280,68,40,158
5511,movies,vega-lite,heatmap_count,box,11,240,236,276,76,40,166
5512,movies,vega-lite,heatmap_count,ols_separate,51,240,316,352,148,112,354
5513,movies,vega-lite,heatmap_count,bar_budget_avg_colored,20,240,264,284,64,44,166
5514,movies,vega-lite,heatmap_count,bar_count_colored,3,240,240,256,32,16,66
5515,movies,vega-lite,heatmap_count,histogram_line,23,240,224,276,88,52,216
5516,movies,vega-lite,heatmap_count,bar_budget,12,240,236,272,68,36,150
5517,movies,vega-lite,heatmap_count,scatter_connected,45,240,296,348,160,108,364
5518,movies,vega-lite,heatmap_count,heatmap_budget_avg,5,240,256,264,32,24,93
5519,movies,vega-lite,heatmap_count,scatter_ols_global,64,240,308,352,156,112,363
5520,movies,vega-lite,heatmap_count,bar_count,18,240,208,252,56,44,183
5521,movies,vega-lite,heatmap_count,slope,12,240,264,284,64,44,166
5522,movies,vega-lite,heatmap_count,line,15,240,260,312,124,72,276
5523,movies,vega-lite,heatmap_count,dotplot,19,240,212,256,60,44,183
5524,movies,vega-lite,heatmap_count,area_colored,31,240,284,312,100,72,253
5525,movies,vega-lite,heatmap_count,histogram,23,240,220,276,92,56,233
5526,movies,vega-lite,heatmap_count,bar_count_100,7,240,252,268,44,28,111
5527,movies,vega-lite,heatmap_count,histogram_faceted,28,240,276,296,76,56,202
5528,movies,vega-lite,heatmap_budget_avg,scatter_ols_separate,74,256,320,368,160,112,350
5529,movies,vega-lite,heatmap_budget_avg,line_colored,35,256,284,328,116,72,253
5530,movies,vega-lite,heatmap_budget_avg,area_colored_stacked,39,256,300,340,124,84,280
5531,movies,vega-lite,heatmap_budget_avg,stripes,25,256,264,328,136,72,272
5532,movies,vega-lite,heatmap_budget_avg,bar_budget_avg,14,256,236,268,44,32,125
5533,movies,vega-lite,heatmap_budget_avg,box_colored,23,256,264,296,72,40,151
5534,movies,vega-lite,heatmap_budget_avg,dotplot_avg,32,256,240,292,88,52,203
5535,movies,vega-lite,heatmap_budget_avg,bubble_agg,51,256,280,320,104,64,228
5536,movies,vega-lite,heatmap_budget_avg,bar_count_horizontal,20,256,220,276,76,56,218
5537,movies,vega-lite,heatmap_budget_avg,scatter,17,256,232,296,104,64,250
5538,movies,vega-lite,heatmap_budget_avg,bubble,39,256,268,316,108,60,223
5539,movies,vega-lite,heatmap_budget_avg,histogram_mean,18,256,236,292,92,56,218
5540,movies,vega-lite,heatmap_budget_avg,scatter_colored_symbol,61,256,272,308,88,52,191
5541,movies,vega-lite,heatmap_budget_avg,bar_count_single,33,256,224,276,72,52,203
5542,movies,vega-lite,heatmap_budget_avg,scatter_colored_continuous,29,256,252,308,108,56,218
5543,movies,vega-lite,heatmap_budget_avg,scatter_colored,27,256,256,300,88,44,171
5544,movies,vega-lite,heatmap_budget_avg,box_faceted,44,256,268,308,92,52,194
5545,movies,vega-lite,heatmap_budget_avg,pie_count,33,256,228,280,76,52,203
5546,movies,vega-lite,heatmap_budget_avg,error_bar,52,256,276,332,132,76,275
5547,movies,vega-lite,heatmap_budget_avg,bar_count_ordered,21,256,220,280,84,60,234
5548,movies,vega-lite,heatmap_budget_avg,bar_time,19,256,260,328,140,72,276
5549,movies,vega-lite,heatmap_budget_avg,histogram_colored,23,256,252,284,60,32,125
5550,movies,vega-lite,heatmap_budget_avg,box,15,256,236,284,76,48,187
5551,movies,vega-lite,heatmap_budget_avg,ols_separate,55,256,316,356,140,100,316
5552,movies,vega-lite,heatmap_budget_avg,bar_budget_avg_colored,15,256,264,284,48,28,106
5553,movies,vega-lite,heatmap_budget_avg,bar_count_colored,8,256,240,276,56,36,140
5554,movies,vega-lite,heatmap_budget_avg,histogram_line,21,256,224,280,80,56,218
5555,movies,vega-lite,heatmap_budget_avg,bar_budget,15,256,236,276,60,40,156
5556,movies,vega-lite,heatmap_budget_avg,scatter_connected,49,256,296,352,152,96,324
5557,movies,vega-lite,heatmap_budget_avg,heatmap_count,5,256,240,264,32,24,93
5558,movies,vega-lite,heatmap_budget_avg,scatter_ols_global,68,256,308,356,148,100,324
5559,movies,vega-lite,heatmap_budget_avg,bar_count,23,256,208,272,80,64,250
5560,movies,vega-lite,heatmap_budget_avg,slope,10,256,264,300,80,44,166
5561,movies,vega-lite,heatmap_budget_avg,line,19,256,260,324,132,68,261
5562,movies,vega-lite,heatmap_budget_avg,dotplot,24,256,212,276,84,64,250
5563,movies,vega-lite,heatmap_budget_avg,area_colored,35,256,284,328,116,72,253
5564,movies,vega-lite,heatmap_budget_avg,histogram,21,256,220,280,84,60,234
5565,movies,vega-lite,heatmap_budget_avg,bar_count_100,6,256,252,288,68,36,140
5566,movies,vega-lite,heatmap_budget_avg,histogram_faceted,39,256,276,304,76,48,173
5567,movies,vega-lite,scatter_ols_global,scatter_ols_separate,6,308,320,328,28,20,62
5568,movies,vega-lite,scatter_ols_global,line_colored,52,308,284,368,144,84,272
5569,movies,vega-lite,scatter_ols_global,area_colored_stacked,56,308,300,384,160,84,272
5570,movies,vega-lite,scatter_ols_global,stripes,60,308,264,372,172,108,350
5571,movies,vega-lite,scatter_ols_global,bar_budget_avg,65,308,236,352,160,116,376
5572,movies,vega-lite,scatter_ols_global,box_colored,55,308,264,356,140,92,298
5573,movies,vega-lite,scatter_ols_global,dotplot_avg,72,308,240,352,156,112,363
5574,movies,vega-lite,scatter_ols_global,bubble_agg,64,308,280,356,124,76,246
5575,movies,vega-lite,scatter_ols_global,bar_count_horizontal,73,308,220,352,176,132,428
5576,movies,vega-lite,scatter_ols_global,scatter,54,308,232,320,100,88,285
5577,movies,vega-lite,scatter_ols_global,bubble,52,308,268,336,96,68,220
5578,movies,vega-lite,scatter_ols_global,histogram_mean,64,308,236,348,152,112,363
5579,movies,vega-lite,scatter_ols_global,scatter_colored_symbol,52,308,272,340,100,68,220
5580,movies,vega-lite,scatter_ols_global,bar_count_single,72,308,224,340,148,116,376
5581,movies,vega-lite,scatter_ols_global,scatter_colored_continuous,44,308,252,328,96,76,246
5582,movies,vega-lite,scatter_ols_global,scatter_colored,42,308,256,320,76,64,207
5583,movies,vega-lite,scatter_ols_global,box_faceted,68,308,268,360,144,92,298
5584,movies,vega-lite,scatter_ols_global,pie_count,72,308,228,344,152,116,376
5585,movies,vega-lite,scatter_ols_global,error_bar,49,308,276,364,144,88,285
5586,movies,vega-lite,scatter_ols_global,bar_count_ordered,63,308,220,356,184,136,441
5587,movies,vega-lite,scatter_ols_global,bar_time,64,308,260,372,176,112,363
5588,movies,vega-lite,scatter_ols_global,histogram_colored,56,308,252,352,144,100,324
5589,movies,vega-lite,scatter_ols_global,box,78,308,236,344,144,108,350
5590,movies,vega-lite,scatter_ols_global,ols_separate,70,308,316,336,48,28,88
5591,movies,vega-lite,scatter_ols_global,bar_budget_avg_colored,63,308,264,364,156,100,324
5592,movies,vega-lite,scatter_ols_global,bar_count_colored,50,308,240,352,156,112,363
5593,movies,vega-lite,scatter_ols_global,histogram_line,68,308,224,344,156,120,389
5594,movies,vega-lite,scatter_ols_global,bar_budget,65,308,236,352,160,116,376
5595,movies,vega-lite,scatter_ols_global,scatter_connected,65,308,296,384,164,88,285
5596,movies,vega-lite,scatter_ols_global,heatmap_count,64,308,240,352,156,112,363
5597,movies,vega-lite,scatter_ols_global,heatmap_budget_avg,68,308,256,356,148,100,324
5598,movies,vega-lite,scatter_ols_global,bar_count,65,308,208,348,180,140,454
5599,movies,vega-lite,scatter_ols_global,slope,48,308,264,348,124,84,272
5600,movies,vega-lite,scatter_ols_global,line,64,308,260,368,168,108,350
5601,movies,vega-lite,scatter_ols_global,dotplot,66,308,212,348,176,136,441
5602,movies,vega-lite,scatter_ols_global,area_colored,52,308,284,372,152,88,285
5603,movies,vega-lite,scatter_ols_global,histogram,68,308,220,348,168,128,415
5604,movies,vega-lite,scatter_ols_global,bar_count_100,48,308,252,364,168,112,363
5605,movies,vega-lite,scatter_ols_global,histogram_faceted,70,308,276,376,168,100,324
5606,movies,vega-lite,bar_count,scatter_ols_separate,71,208,320,360,192,152,475
5607,movies,vega-lite,bar_count,line_colored,31,208,284,312,132,104,366
5608,movies,vega-lite,bar_count,area_colored_stacked,35,208,300,324,140,116,386
5609,movies,vega-lite,bar_count,stripes,19,208,264,288,104,80,303
5610,movies,vega-lite,bar_count,bar_budget_avg,9,208,236,248,52,40,169
5611,movies,vega-lite,bar_count,box_colored,35,208,264,288,104,80,303
5612,movies,vega-lite,bar_count,dotplot_avg,12,208,240,260,72,52,216
5613,movies,vega-lite,bar_count,bubble_agg,47,208,280,312,136,104,371
5614,movies,vega-lite,bar_count,bar_count_horizontal,6,208,220,232,36,24,109
5615,movies,vega-lite,bar_count,scatter,12,208,232,268,96,60,258
5616,movies,vega-lite,bar_count,bubble,36,208,268,304,132,96,358
5617,movies,vega-lite,bar_count,histogram_mean,10,208,236,260,76,52,220
5618,movies,vega-lite,bar_count,scatter_colored_symbol,36,208,272,300,120,92,338
5619,movies,vega-lite,bar_count,bar_count_single,7,208,224,244,56,36,160
5620,movies,vega-lite,bar_count,scatter_colored_continuous,24,208,252,284,108,76,301
